agent_id,dem_age,dem_gender,dem_ethnicity,dem_education,dem_income,dem_occupation,dem_industry,dem_politics,dem_religion,dem_text,hx_hh,hx_em,hx_ex,hx_ag,hx_co,hx_op,psm_risk,psm_patience,psm_altruism,psm_pos_rec,psm_neg_rec,psm_trust,cs_deontology,cs_utilitarianism,human_roll,human_report,human_reason,human_honest
892,21,man,hispanic,a high school diploma,"less than $25,000 per year",unemployed,other,independent,not religious,"You are a 21-year-old hispanic man. You have a high school diploma. You are currently unemployed. You lean independent politically. You identify as not religious. Your household income is less than $25,000 per year.",3.25,2.75,2.5,3.75,3.75,5.0,5,8,10,10,0.0,0,2.8,3.0,5,5,"I just simply rolled once and got a five, for that reason I figured it was decent enough and submitted such response.",True
893,23,man,hispanic,a graduate degree,"between $100,000 and $149,000 per year",unemployed,education,democrat,protestant,"You are a 23-year-old hispanic man. You have a graduate degree. You are currently unemployed. You lean democrat politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",3.25,3.75,4.25,3.0,3.75,3.75,7,4,8,8,2.6666666666666665,4,4.2,2.0,2,2,"Just to tell the truth for reporting purposes. I wanted to lie but decided not to. I thought about reporting the highest number as it would lead to greater satisfaction, but integrity mattered most.",True
894,51,woman,hispanic,an undergraduate degree,"less than $25,000 per year",self-employed,retail,independent,catholic,"You are a 51-year-old hispanic woman. You have an undergraduate degree. You work as a self-employed professional in the retail sector. You lean independent politically. You identify as catholic. Your household income is less than $25,000 per year.",4.25,3.0,3.75,2.75,3.25,4.25,7,6,8,9,7.0,3,3.4,1.0,6,6,I was being honest,True
895,70,man,hispanic,an undergraduate degree,"between $25,000 and $49,000 per year",retired,retired,democrat,not religious,"You are a 70-year-old hispanic man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",3.5,2.25,4.25,3.25,4.25,5.0,8,8,9,9,2.0,8,3.0,1.4,4,4,I entered the number according to the rules on how to proceed. Even if I was told that the number could be anything I wanted-still I would have entered the number that actually came up with the roll of the die.,True
896,55,woman,,a graduate degree,,retired,finance,independent,not religious,You are a 55-year-old woman. You have a graduate degree. You are retired. You lean independent politically. You identify as not religious.,5.0,3.0,4.25,3.0,4.75,4.0,2,8,9,10,0.0,8,4.0,1.0,1,1,"According to the rule, I first rolled the dice, then remember the number, and lastly put it into the space. My perception is that if I put another member, that means I cheat to get high money.",True
897,23,person,white,some college education,"between $100,000 and $149,000 per year",full-time,arts and entertainment,democrat,not religious,"You are a 23-year-old white person. You have some college education. You work full-time in the arts and entertainment sector. You lean democrat politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",2.25,4.25,4.0,2.25,3.25,3.75,8,10,8,10,4.0,5,3.6,2.0,6,5,I need the extra money and the payout.,False
898,57,man,other,a graduate degree,"between $150,000 and $199,000 per year",full-time,technology,democrat,not religious,"You are a 57-year-old man of another ethnicity. You have a graduate degree. You work full-time in the technology sector. You lean democrat politically. You identify as not religious. Your household income is between $150,000 and $199,000 per year.",4.25,2.75,3.75,2.0,4.5,4.0,8,10,10,10,9.0,0,2.6,1.0,6,6,I entered the number because it is what the dice showed when it stopped. That is how I understood the exercise to work.,True
899,51,man,hispanic,some college education,"between $50,000 and $74,000 per year",full-time,manufacturing,other,other,"You are a 51-year-old hispanic man. You have some college education. You work full-time in the manufacturing sector. You do not align with a specific political party. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",4.5,2.5,4.75,3.5,4.0,3.75,7,10,10,10,1.6666666666666667,5,3.0,1.2,2,2,I reasoned that by entering the correct number I was not attempting to commit fraud on this survey as I'm sure that others have done or tried to do. That is what guided my decision.,True
900,56,man,black,a graduate degree,"more than $200,000 per year",full-time,manufacturing,democrat,protestant,"You are a 56-year-old black man. You have a graduate degree. You work full-time in the manufacturing sector. You lean democrat politically. You identify as protestant. Your household income is more than $200,000 per year.",3.75,2.5,3.5,3.0,4.0,3.75,7,8,8,8,4.666666666666667,4,3.8,2.0,5,5,I rolled a five and five pays the highest amount so I entered five as the response to the question.,True
901,58,woman,other,an undergraduate degree,"between $25,000 and $49,000 per year",full-time,healthcare,other,not religious,"You are a 58-year-old woman of another ethnicity. You have an undergraduate degree. You work full-time in the healthcare sector. You do not align with a specific political party. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",4.25,4.0,3.25,3.0,3.75,4.0,7,10,5,9,0.0,4,4.6,1.2,4,4,what I saw on the front of the dice,True
902,21,man,hispanic,a high school diploma,"between $100,000 and $149,000 per year",full-time,education,independent,catholic,"You are a 21-year-old hispanic man. You have a high school diploma. You work full-time in the education sector. You lean independent politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.25,2.75,4.0,2.25,3.25,3.25,9,10,10,10,5.333333333333333,6,4.2,1.8,1,1,The one that I got with the dice,True
903,61,man,black,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,manufacturing,democrat,protestant,"You are a 61-year-old black man. You have an undergraduate degree. You work full-time in the manufacturing sector. You lean democrat politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",3.5,3.25,3.5,4.0,3.5,3.75,3,4,9,7,4.333333333333333,8,3.4,2.0,1,1,I was told to enter the number that the die was rolled and that would be my bonus.,True
904,62,man,black,some college education,"between $50,000 and $74,000 per year",full-time,legal,democrat,protestant,"You are a 62-year-old black man. You have some college education. You work full-time in the legal sector. You lean democrat politically. You identify as protestant. Your household income is between $50,000 and $74,000 per year.",3.75,2.75,4.0,2.0,4.0,4.0,7,10,9,10,6.0,7,3.2,2.0,5,5,"There wasn't any real reasoning, the number ""5"" was revealed; and that was the number I entered.",True
905,68,woman,other,a doctoral degree,,self-employed,finance,independent,protestant,You are a 68-year-old woman of another ethnicity. You have a doctoral degree. You work as a self-employed professional in the finance sector. You lean independent politically. You identify as protestant.,4.75,2.0,3.75,2.75,4.0,3.5,7,8,9,9,1.3333333333333333,6,4.6,1.0,1,1,the number on the dice,True
906,69,woman,other,some college education,"less than $25,000 per year",retired,do not work,independent,,"You are a 69-year-old woman of another ethnicity. You have some college education. You are retired. You lean independent politically. Your household income is less than $25,000 per year.",4.75,2.25,4.0,3.25,3.75,3.75,0,8,10,9,0.0,8,3.8,1.0,5,5,I entered the number that I rolled. I don't like lying and I always try not to lie.,True
907,48,man,hispanic,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,transportation & Warehouse,republican,catholic,"You are a 48-year-old hispanic man. You have an undergraduate degree. You work full-time in the transportation & Warehouse sector. You lean republican politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",3.75,3.0,3.25,3.25,3.0,3.5,4,9,3,9,7.0,5,3.8,1.8,2,2,Because that's the number that came up when I rolled the die,True
908,49,man,black,a doctoral degree,"between $50,000 and $74,000 per year",full-time,technology,democrat,other,"You are a 49-year-old black man. You have a doctoral degree. You work full-time in the technology sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",4.5,2.5,4.25,3.25,4.75,3.75,4,9,10,10,3.0,10,4.4,1.0,4,4,The die landed on a 4 so I reported 4,True
909,76,man,black,an undergraduate degree,"between $50,000 and $74,000 per year",retired,manufacturing,democrat,protestant,"You are a 76-year-old black man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as protestant. Your household income is between $50,000 and $74,000 per year.",4.0,3.0,4.0,3.0,4.0,3.5,8,6,8,8,1.6666666666666667,3,4.8,1.8,6,6,that was the number facing me.,True
910,55,woman,white,an undergraduate degree,"between $25,000 and $49,000 per year",self-employed,hospitality,independent,protestant,"You are a 55-year-old white woman. You have an undergraduate degree. You work as a self-employed professional in the hospitality sector. You lean independent politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",4.25,2.5,2.5,3.0,2.75,4.5,6,6,9,8,1.6666666666666667,4,2.4,1.0,4,4,"The instructions said to enter the number that was rolled on the virtual cube. I rolled a four, so that is what I reported. I suppose I could have given a different number, but I see no reason to do that.",True
911,56,woman,other,some college education,"less than $25,000 per year",self-employed,technology,independent,other,"You are a 56-year-old woman of another ethnicity. You have some college education. You work as a self-employed professional in the technology sector. You lean independent politically. You identify with a religion not listed here. Your household income is less than $25,000 per year.",4.25,3.5,3.5,2.75,4.25,4.0,7,8,9,9,4.333333333333333,7,5.0,1.4,6,6,I entered the number that I rolled.,True
912,55,man,asian,an undergraduate degree,"more than $200,000 per year",full-time,technology,independent,not religious,"You are a 55-year-old asian man. You have an undergraduate degree. You work full-time in the technology sector. You lean independent politically. You identify as not religious. Your household income is more than $200,000 per year.",3.5,3.75,3.75,1.25,5.0,4.0,7,9,9,10,6.333333333333333,4,3.0,1.0,4,4,I decided to be honest and reported the actual result of the die roll. I did not want to cheat.,True
